TIPODE;SUBTDE;CLASE;SUBCLASE;ANO FABRICACION;TIPO COMBUSTIBLE;CODIGO MAHA;DESCRIPCION MAHA;PROMEDIO VALOR;CANTIDAD VEHICULOS
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1973;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;3;1540
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1973;GASOLINA;39008;RPM EN RALENTI;904;1540
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1973;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;348;1542
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1973;GASOLINA;39503;O2 EN ALTAS RPM;1;1542
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1973;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;1542
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1973;GASOLINA;39508;RPM EN ALTAS;2479;1529
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1974;GASOLINA;1301;ODOMETRO VEHICULO;68329;3928
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1974;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;585;2648
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1974;GASOLINA;39003;O2 EN BAJAS;2;2663
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1974;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;3;2650
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1974;GASOLINA;39008;RPM EN RALENTI;917;2650
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1974;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;332;2651
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1974;GASOLINA;39503;O2 EN ALTAS RPM;1;2651
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1974;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;2657
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1974;GASOLINA;39508;RPM EN ALTAS;2479;2624
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1975;GASOLINA;1301;ODOMETRO VEHICULO;77689;3319
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1975;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;616;2226
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1975;GASOLINA;39003;O2 EN BAJAS;2;2234
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1975;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;3;2226
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1975;GASOLINA;39008;RPM EN RALENTI;889;2225
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1975;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;360;2226
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1975;GASOLINA;39503;O2 EN ALTAS RPM;1;2226
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1975;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;2231
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1975;GASOLINA;39508;RPM EN ALTAS;2479;2201
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1976;GASOLINA;1301;ODOMETRO VEHICULO;101730;1126
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1976;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;576;728
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1976;GASOLINA;39003;O2 EN BAJAS;1;729
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1976;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;3;729
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1976;GASOLINA;39008;RPM EN RALENTI;860;728
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1976;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;331;728
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1976;GASOLINA;39503;O2 EN ALTAS RPM;1;730
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1976;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;730
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1976;GASOLINA;39508;RPM EN ALTAS;2467;719
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1977;GASOLINA;1301;ODOMETRO VEHICULO;111498;2957
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1977;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;618;2034
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1977;GASOLINA;39003;O2 EN BAJAS;2;2041
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1977;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;3;2033
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1977;GASOLINA;39008;RPM EN RALENTI;878;2031
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1977;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;370;2035
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1977;GASOLINA;39503;O2 EN ALTAS RPM;1;2034
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1977;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;2036
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1977;GASOLINA;39508;RPM EN ALTAS;2477;2002
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1978;GASOLINA;1301;ODOMETRO VEHICULO;125360;4933
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1978;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;603;3334
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1978;GASOLINA;39003;O2 EN BAJAS;2;3339
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1978;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;3;3334
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1978;GASOLINA;39008;RPM EN RALENTI;882;3333
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1978;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;354;3334
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1978;GASOLINA;39503;O2 EN ALTAS RPM;1;3335
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1978;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;3334
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1978;GASOLINA;39508;RPM EN ALTAS;2477;3297
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1979;GASOLINA;1301;ODOMETRO VEHICULO;99796;4414
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1979;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;596;2973
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1979;GASOLINA;39003;O2 EN BAJAS;2;2985
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1979;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;3;2972
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1979;GASOLINA;39008;RPM EN RALENTI;897;2972
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1979;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;330;2974
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1979;GASOLINA;39503;O2 EN ALTAS RPM;1;2976
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1979;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;2975
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1979;GASOLINA;39508;RPM EN ALTAS;2477;2945
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1980;DIESEL;1301;ODOMETRO VEHICULO;283867;14
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1980;DIESEL;38501;OPACIDAD - VEHI. DIE;38;7
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1980;GASOLINA;1301;ODOMETRO VEHICULO;135174;6324
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1980;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;616;4243
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1980;GASOLINA;39003;O2 EN BAJAS;2;4250
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1980;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;3;4254
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1980;GASOLINA;39008;RPM EN RALENTI;876;4244
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1980;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;352;4246
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1980;GASOLINA;39503;O2 EN ALTAS RPM;1;4248
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1980;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;4249
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1980;GASOLINA;39508;RPM EN ALTAS;2478;4188
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1981;GASOLINA;1301;ODOMETRO VEHICULO;133020;5904
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1981;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;627;3964
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1981;GASOLINA;39003;O2 EN BAJAS;2;3975
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1981;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;3;3965
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1981;GASOLINA;39008;RPM EN RALENTI;882;3961
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1981;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;358;3962
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1981;GASOLINA;39503;O2 EN ALTAS RPM;1;3966
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1981;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;3963
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1981;GASOLINA;39508;RPM EN ALTAS;2478;3906
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1982;DIESEL;1301;ODOMETRO VEHICULO;164651;4
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1982;DIESEL;38501;OPACIDAD - VEHI. DIE;26;4
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1982;GASOLINA;1301;ODOMETRO VEHICULO;200822;4136
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1982;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;612;2729
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1982;GASOLINA;39003;O2 EN BAJAS;1;2738
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1982;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;3;2730
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1982;GASOLINA;39008;RPM EN RALENTI;872;2726
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1982;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;333;2727
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1982;GASOLINA;39503;O2 EN ALTAS RPM;1;2731
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1982;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;2730
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1982;GASOLINA;39508;RPM EN ALTAS;2476;2704
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1983;DIESEL;1301;ODOMETRO VEHICULO;291121;20
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1983;DIESEL;38501;OPACIDAD - VEHI. DIE;37;14
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1983;GASOLINA;1301;ODOMETRO VEHICULO;242879;2344
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1983;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;622;1598
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1983;GASOLINA;39003;O2 EN BAJAS;1;1591
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1983;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;3;1591
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1983;GASOLINA;39008;RPM EN RALENTI;874;1591
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1983;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;366;1592
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1983;GASOLINA;39503;O2 EN ALTAS RPM;1;1593
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1983;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;1595
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1983;GASOLINA;39508;RPM EN ALTAS;2476;1572
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1984;DIESEL;1301;ODOMETRO VEHICULO;252958;41
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1984;DIESEL;38501;OPACIDAD - VEHI. DIE;39;26
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1984;GASOLINA;1301;ODOMETRO VEHICULO;260478;3020
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1984;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;580;2033
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1984;GASOLINA;39003;O2 EN BAJAS;1;2041
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1984;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;3;2037
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1984;GASOLINA;39008;RPM EN RALENTI;861;2034
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1984;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;324;2034
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1984;GASOLINA;39503;O2 EN ALTAS RPM;1;2035
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1984;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;2034
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1984;GASOLINA;39508;RPM EN ALTAS;2479;2005
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1985;DIESEL;1301;ODOMETRO VEHICULO;306827;44
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1985;DIESEL;38501;OPACIDAD - VEHI. DIE;37;24
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1985;GASOLINA;1301;ODOMETRO VEHICULO;258755;4245
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1985;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;575;2834
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1985;GASOLINA;39003;O2 EN BAJAS;1;2842
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1985;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;3;2834
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1985;GASOLINA;39008;RPM EN RALENTI;868;2830
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1985;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;322;2830
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1985;GASOLINA;39503;O2 EN ALTAS RPM;1;2830
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1985;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;2837
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1985;GASOLINA;39508;RPM EN ALTAS;2486;2802
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1986;DIESEL;1301;ODOMETRO VEHICULO;265866;22
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1986;DIESEL;38501;OPACIDAD - VEHI. DIE;29;15
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1986;GASOLINA;1301;ODOMETRO VEHICULO;214176;5436
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1986;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;555;3596
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1986;GASOLINA;39003;O2 EN BAJAS;2;3621
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1986;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;2;3596
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1986;GASOLINA;39008;RPM EN RALENTI;875;3595
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1986;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;282;3593
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1986;GASOLINA;39503;O2 EN ALTAS RPM;1;3598
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1986;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;3603
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1986;GASOLINA;39508;RPM EN ALTAS;2482;3551
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1987;DIESEL;1301;ODOMETRO VEHICULO;306243;6
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1987;DIESEL;38501;OPACIDAD - VEHI. DIE;48;4
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1987;GASOLINA;1301;ODOMETRO VEHICULO;250313;6875
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1987;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;501;4426
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1987;GASOLINA;39003;O2 EN BAJAS;1;4448
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1987;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;2;4425
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1987;GASOLINA;39008;RPM EN RALENTI;872;4422
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1987;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;258;4427
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1987;GASOLINA;39503;O2 EN ALTAS RPM;1;4429
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1987;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;4432
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1987;GASOLINA;39508;RPM EN ALTAS;2479;4367
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1988;DIESEL;1301;ODOMETRO VEHICULO;376453;12
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1988;DIESEL;38501;OPACIDAD - VEHI. DIE;43;3
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1988;DIESEL;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;404;5
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1988;DIESEL;39003;O2 EN BAJAS;1;5
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1988;DIESEL;39005;MONOXIDO DE CARBONO (CO) RALENTI;2;5
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1988;DIESEL;39008;RPM EN RALENTI;780;5
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1988;DIESEL;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;174;5
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1988;DIESEL;39503;O2 EN ALTAS RPM;2;5
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1988;DIESEL;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;1;5
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1988;DIESEL;39508;RPM EN ALTAS;2516;5
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1988;GASOLINA;1301;ODOMETRO VEHICULO;216767;5779
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1988;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;508;3748
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1988;GASOLINA;39003;O2 EN BAJAS;2;3761
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1988;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;2;3749
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1988;GASOLINA;39008;RPM EN RALENTI;890;3746
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1988;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;283;3749
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1988;GASOLINA;39503;O2 EN ALTAS RPM;1;3750
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1988;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;3750
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1988;GASOLINA;39508;RPM EN ALTAS;2487;3712
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1989;DIESEL;1301;ODOMETRO VEHICULO;25459;7
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1989;DIESEL;38501;OPACIDAD - VEHI. DIE;1;2
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1989;GASOLINA;1301;ODOMETRO VEHICULO;202094;8661
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1989;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;511;5577
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1989;GASOLINA;39003;O2 EN BAJAS;2;5593
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1989;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;2;5577
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1989;GASOLINA;39008;RPM EN RALENTI;916;5574
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1989;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;291;5577
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1989;GASOLINA;39503;O2 EN ALTAS RPM;1;5581
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1989;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;5586
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1989;GASOLINA;39508;RPM EN ALTAS;2497;5512
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1990;DIESEL;1301;ODOMETRO VEHICULO;443270;6
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1990;DIESEL;38501;OPACIDAD - VEHI. DIE;11;3
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1990;GASOLINA;1301;ODOMETRO VEHICULO;212014;10179
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1990;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;451;7034
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1990;GASOLINA;39003;O2 EN BAJAS;2;7049
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1990;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;2;7036
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1990;GASOLINA;39008;RPM EN RALENTI;914;7030
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1990;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;248;7034
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1990;GASOLINA;39503;O2 EN ALTAS RPM;1;7040
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1990;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;2;7061
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1990;GASOLINA;39508;RPM EN ALTAS;2495;6990
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1991;DIESEL;1301;ODOMETRO VEHICULO;223767;12
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1991;DIESEL;38501;OPACIDAD - VEHI. DIE;16;2
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1991;DIESEL;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;218;5
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1991;DIESEL;39003;O2 EN BAJAS;2;5
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1991;DIESEL;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;5
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1991;DIESEL;39008;RPM EN RALENTI;868;5
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1991;DIESEL;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;230;5
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1991;DIESEL;39503;O2 EN ALTAS RPM;1;5
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1991;DIESEL;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;1;5
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1991;DIESEL;39508;RPM EN ALTAS;2498;5
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1991;GASOLINA;1301;ODOMETRO VEHICULO;172544;13503
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1991;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;447;9442
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1991;GASOLINA;39003;O2 EN BAJAS;2;9465
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1991;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;2;9451
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1991;GASOLINA;39008;RPM EN RALENTI;913;9440
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1991;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;245;9445
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1991;GASOLINA;39503;O2 EN ALTAS RPM;1;9458
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1991;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;2;9466
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1991;GASOLINA;39508;RPM EN ALTAS;2495;9367
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1992;DIESEL;1301;ODOMETRO VEHICULO;351676;3
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1992;DIESEL;38501;OPACIDAD - VEHI. DIE;18;2
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1992;GASOLINA;1301;ODOMETRO VEHICULO;194279;27325
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1992;GASOLINA;38501;OPACIDAD - VEHI. DIE;1;1
LIVIANO;AUTOMOVIL 4 TIEMPOS;;;1992;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;425;19200
